Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss
1650000,0.38674274,1.0401839,0.0029999018,0.5501806459308888,300.3225806451613,0.5903034282944583,0.0912415,0.030117102
1660000,0.37160388,1.0397462,0.0029999013,1.4151965525597916,326.0,1.3218548517193525,0.06682966,0.021957643
1670000,0.34372735,1.0391887,0.0029999001,0.5496838717498899,305.19354838709677,0.7269448294336426,0.07173949,0.019967478
1680000,0.3611152,1.0421731,0.0029998997,1.0924312508227558,320.96875,0.909311767831883,0.07777882,0.020423116
1690000,0.28451252,1.0447047,0.0029998987,0.8076838717515197,305.7741935483871,0.8076838812971067,0.08987127,0.028128555
1700000,0.15128909,1.0473245,0.0029998983,-1.0371688519341853,204.9672131147541,-1.0209299846164261,0.0674281,0.11747503
1710000,-0.021984313,1.0477235,0.002999898,-1.3735709672687189,184.8709677419355,-1.3935062472446589,0.1993796,0.25082296
1720000,-0.011335665,1.047961,0.0029998976,None,None,None,0.00835998,0.072260365
1730000,-0.013948106,1.0487914,0.0029998964,None,None,None,3.2503467e-05,0.1621907
1740000,-0.44217885,1.0497541,0.0029998962,-2.0279740733673894,275.7925925925926,-2.029357000148593,6.74905e-06,0.14138624
1750000,-0.6303782,1.0526282,0.0029998953,-2.002979797904522,29.762626262626263,-2.0029697078779884,0.48680985,0.30644166
1760000,-0.7985172,1.0556175,0.0029998948,-2.0128405402161613,126.86486486486487,-2.012936332402751,0.03907692,0.25280127
1770000,-1.3679003,1.0576576,0.0029998946,-2.0021513452371322,21.513452914798208,-2.0021533225033736,0.16138588,0.33826086
1780000,-1.6733432,1.0598507,0.0029998936,-2.00200179994943,20.018,-2.001986168620482,0.027609078,0.28653258
1790000,-1.7301971,1.0649866,0.0029998934,-2.0021608596739187,21.608597285067873,-2.0021850975681112,0.004016201,0.26580673
1800000,-1.7902892,1.0671101,0.0029998925,-2.001950432851161,19.504329004329005,-2.0019464717536675,0.0012758684,0.28427255
1810000,-1.8149664,1.0686779,0.0029998918,-2.001904199951896,19.042,-2.0019053672263043,0.00048639692,0.28203487
1820000,-1.8227277,1.0697283,0.0029998908,-2.001899999952002,19.0,-2.0018999576568604,0.00015353983,0.27804863
1830000,-1.8161316,1.0718901,0.0029998906,-2.0019855101539235,19.855102040816327,-2.0019513952388683,0.00037633008,0.24153945
1840000,-1.681492,1.0732299,0.00299989,-1.8832299998823145,46.50476190476191,-1.8837876755068899,0.089250065,0.22045009
1850000,-1.5927205,1.07775,0.0029998897,-1.998626225432025,23.024509803921568,-1.9986906980046517,0.016798427,0.30848756
1860000,-1.6356397,1.0789135,0.0029998885,-2.0022880667679743,22.880668257756565,-2.0022882618596842,None,None
1870000,-1.7426547,1.0807067,0.0029998878,-2.001990605377688,19.903966597077243,-2.001993248070272,0.008453027,0.28318983
1880000,-1.8000879,1.0832171,0.0029998873,-2.001902605162357,19.026052104208418,-2.0019025573730467,0.0027221935,0.31049362
1890000,-1.8162024,1.0911785,0.002999887,-2.001899999952002,19.0,-2.0018999576568604,0.00029296897,0.31104097
1900000,-1.7821531,1.0959692,0.0029998866,-1.9557600705838891,34.628975265017665,-1.9557282632272757,8.8937995e-05,0.28755817
1910000,-1.6697006,1.0963107,0.0029998855,-1.8922125559446747,43.19282511210762,-1.8936977891160784,0.027843101,0.24409948
1920000,-1.5964292,1.098559,0.002999885,-1.7943504671727348,46.22429906542056,-1.7913492757659317,0.06385755,0.17891277
1930000,-1.5574391,1.1005301,0.0029998848,-1.838548924599426,51.98924731182796,-1.8376216074552487,0.101621434,0.16799279
1940000,-1.5373967,1.1024761,0.0029998836,-1.8269389187845926,52.956756756756754,-1.8307311889252296,0.066349916,0.18298297
1950000,-1.3905957,1.1057657,0.0029998831,-1.9219963301599043,45.591743119266056,-1.9200769980009558,0.052955918,0.16291769
1960000,-1.3059281,1.1073463,0.002999883,-1.9892264998932296,42.255,-1.9892940288038916,0.051773075,0.23530038
1970000,-1.2646807,1.1088561,0.0029998824,-1.9420817646087123,38.44705882352941,-1.943175157556321,0.023723993,0.29650232
1980000,-1.3891816,1.1112254,0.0029998815,-1.9996925092291418,52.70411985018727,-1.9997096760563358,0.020928085,0.2721957
1990000,-1.6016535,1.1139148,0.0029998806,-2.0021518017474427,21.51801801801802,-2.002153681309444,0.018429615,0.28669426
2000000,-1.7349136,1.1164939,0.0029998804,-2.002041213337556,20.41213389121339,-2.002036484897646,0.0022881383,0.2981568
2010000,-1.7830243,1.1189255,0.0029998794,-2.0020871110583864,20.871111111111112,-2.002092489025049,0.00046510244,0.28592396
2020000,-1.8103426,1.1217481,0.0029998794,-2.001899999952002,19.0,-2.0018999576568604,0.0002235241,0.3061574
2030000,-1.8155974,1.1239512,0.002999879,-2.001899999952002,19.0,-2.0018999576568604,5.3972457e-05,0.29506582
2040000,-1.801705,1.1252842,0.0029998783,-2.001969230719484,19.692307692307693,-2.001968758657944,0.00012900848,0.2679705
2050000,-1.7652799,1.1273985,0.002999877,-2.0019169013600258,19.169014084507044,-2.001916892105533,0.002263796,0.29879528
2060000,-1.8041548,1.1306047,0.0029998764,-2.0019237804392063,19.23780487804878,-2.0019224230577106,0.0002881334,0.30553025
2070000,-1.8031946,1.1350032,0.002999876,-2.0021796459626366,21.79646017699115,-2.0021905588067095,0.00058238953,0.26286453
2080000,-1.8240464,1.1382751,0.0029998755,-2.001907039289298,19.0703933747412,-2.00190678466276,0.00040890786,0.27838862
2090000,-1.8236607,1.1409979,0.0029998752,-2.0019011999519716,19.012,-2.0019011573791503,5.0599654e-05,0.29661182
2100000,-1.821283,1.1429329,0.0029998743,-2.001899999952002,19.0,-2.0018999576568604,3.117765e-05,0.27956173
2110000,-1.8211802,1.146548,0.0029998736,-2.001899999952002,19.0,-2.0018999576568604,2.6948894e-05,0.26971525
2120000,-1.8213364,1.1533908,0.002999873,-2.001899999952002,19.0,-2.0018999576568604,2.5820116e-05,0.25834215
2130000,-1.8213001,1.1563513,0.0029998724,-2.001899999952002,19.0,-2.0018999576568604,2.3871728e-05,0.25851116
2140000,-1.8216176,1.1582277,0.002999872,-2.001899999952002,19.0,-2.0018999576568604,None,None
2150000,-1.822208,1.1606439,0.0029998715,-2.001899999952002,19.0,-2.0018999576568604,2.26824e-05,0.25635037
2160000,-1.8221629,1.1618354,0.002999871,-2.001899999952002,19.0,-2.0018999576568604,2.0636044e-05,0.25801626
2170000,-1.8214,1.1648219,0.0029998703,-2.001899999952002,19.0,-2.0018999576568604,2.0933678e-05,0.2545281
2180000,-1.8212546,1.1687827,0.0029998696,-2.001899999952002,19.0,-2.0018999576568604,1.9636389e-05,0.25925133
2190000,-1.8218998,1.1691372,0.0029998687,-2.001899999952002,19.0,-2.0018999576568604,1.8989142e-05,0.2891019
2200000,-1.8216778,1.1724501,0.0029998682,-2.001899999952002,19.0,-2.0018999576568604,1.7849728e-05,0.25552633
2210000,-1.8061972,1.1708977,0.0029998682,-2.0020913419385105,20.913419913419915,-2.002087254492929,1.6897706e-05,0.26489547
2220000,-1.7971723,1.1759462,0.0029998673,-2.0020478447758534,20.478448275862068,-2.0020531755069206,0.00027296625,0.27592424
2230000,-1.8092551,1.1803437,0.0029998666,-2.0019224695870617,19.224696356275302,-2.0019229845567184,0.00021158466,0.3070231
2240000,-1.8161876,1.1847141,0.0029998657,-2.001921095286155,19.210953346855984,-2.001921008955612,0.00013175038,0.25535098
