Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
2790000,-0.053592775,0.002999833,-1.13845294098642,553.7058823529412,-0.21025795,-1.1394833435252723
2800000,-0.056861795,0.0029998322,-1.1498529411709408,550.2352941176471,-0.20725457,-1.1498529481263284
2810000,-0.05726115,0.0029998315,-1.170471428855048,554.8095238095239,-0.2518664,-1.1704714360779949
2820000,-0.056470614,0.0029998312,-1.2309250011949189,553.0,-0.19285509,-1.2309249936952256
2830000,-0.06286513,0.0029998308,-1.2558500015693426,552.3125,-0.20759821,-1.2558500245213509
2840000,-0.06765584,0.00299983,-2.5054666869677713,537.3333333333334,-0.25195244,-2.5054666769158627
2850000,-0.06379863,0.0029998296,-2.2178294277781627,535.0588235294117,-0.247037,-2.2178293857449556
2860000,-0.060763985,0.0029998284,-1.6459500075790856,507.9,-0.2701449,-1.6459499969379976
2870000,-0.062474575,0.0029998277,-1.1505809525932862,499.2857142857143,-0.24845974,-1.1505809612128706
2880000,-0.06663943,0.0029998273,-1.1132999996936468,489.95454545454544,-0.23777767,-1.1133000035558573
2890000,-0.06543208,0.002999827,-1.1210333331445803,489.5238095238095,-0.22732395,-1.1210333403155563
2900000,-0.064229645,0.0029998266,-1.1427761906944354,469.3809523809524,-0.22814564,-1.142776193052885
2910000,-0.067151584,0.002999826,-1.1236249998892163,480.0,-0.20041484,-1.1236250138608739
2920000,-0.07099118,0.002999825,-1.1303636363564609,479.27272727272725,-0.23177473,-1.1303636457093738
2930000,-0.073477045,0.0029998242,-1.1246624998630068,490.125,-0.26168814,-1.1246625046090533
2940000,-0.09052026,0.002999824,-1.1330058823004947,499.94117647058823,-0.23446101,-1.13300589822671
2950000,-0.09789927,0.0029998233,-1.1401789474207602,500.4736842105263,-0.23410866,-1.1401789520475034
2960000,-0.10598054,0.002999823,-1.1101647054619046,506.4117647058824,-0.2065979,-1.1101647039108418
2970000,-0.107909776,0.0029998224,-1.1273399997953675,516.25,-0.26697254,-1.1273400114616379
2980000,-0.105900384,0.0029998212,-1.1218894733530378,527.3684210526316,-0.23946156,-1.121889485266844
2990000,-0.10557029,0.0029998205,-1.1335866665050465,528.6666666666666,-0.20810428,-1.133586678529779
3000000,-0.104279965,0.00299982,-1.1433190476323252,521.4285714285714,-0.25634417,-1.1433190473887538
3010000,-0.100856885,0.0029998198,-1.1217842101978022,526.3157894736842,-0.25230673,-1.1217842171899974
3020000,-0.106970035,0.0029998193,-1.1664529414603535,540.0,-0.21408999,-1.1664529515649467
3030000,-0.11255708,0.0029998187,-1.1556500000842789,549.4444444444445,-0.22878882,-1.1556499971128587
3040000,-0.10941135,0.002999818,-1.1406999998277905,557.578947368421,-0.22096917,-1.1407000108033811
3050000,-0.10910675,0.002999817,-1.1510214284857543,573.7142857142857,-0.22779804,-1.151021451057334
3060000,-0.108019084,0.0029998163,-1.1581764706086901,573.8823529411765,-0.2595042,-1.1581764859421289
3070000,-0.11871839,0.002999816,-1.1385476187989254,568.047619047619,-0.26185063,-1.1376600044080987
3080000,-0.1252318,0.0029998159,-1.1582916666842114,575.0,-0.21941015,-1.1581384754524782
3090000,-0.124673344,0.002999815,-1.2695500016695103,577.6666666666666,-0.25347286,-1.2695500081042863
3100000,-0.12139038,0.0029998142,-1.1698444446164002,579.4444444444445,-0.24947205,-1.1698444494460192
